epoch,step,s-nll,a-nll,s-kl,a-kl,i-l,sa-l,aa-l
35,068800,1.7972,1.6882,0.0386,1.4044,0.0000,0.0000,0.0000
35,069000,2.0566,1.9340,0.0255,2.2155,0.0000,0.0000,0.0000
36,069200,1.8728,1.8258,0.0000,0.0000,0.0000,0.3878,0.6482
36,069400,1.6325,1.6045,0.0000,0.0000,0.0000,0.1398,0.4968
36,069600,1.7123,1.6828,0.0000,0.0000,0.0000,0.1832,0.4752
36,069800,1.9097,1.8672,0.0000,0.0000,0.0000,0.1701,0.5166
36,070000,1.7166,1.6941,0.0000,0.0000,0.0000,0.2023,0.4343
36,070200,1.6738,1.6303,0.0000,0.0000,0.0000,0.2462,0.5464
36,070400,1.6109,1.6237,0.0000,0.0000,0.0000,0.1023,0.3958
36,070600,1.9554,1.8242,0.0548,1.9442,0.0000,0.0000,0.0000
36,070800,1.8673,1.8121,0.0215,1.4916,0.0000,0.0000,0.0000
36,071000,1.4961,1.4909,0.0000,0.0000,0.0000,0.1519,0.3283
37,071200,1.6752,1.6486,0.0000,0.0000,0.0000,0.1773,0.4680
37,071400,1.4579,1.4171,0.0000,0.0000,0.0000,0.1531,0.4215
37,071600,1.5398,1.4788,0.0372,1.3133,0.0000,0.0000,0.0000
37,071800,1.8624,1.8291,0.0000,0.0000,0.0000,0.1157,0.5702
37,072000,1.9073,1.8543,0.0000,0.0000,0.0000,0.1045,0.5089
37,072200,1.7286,1.6932,0.0000,0.0000,0.0000,0.0429,0.4256
37,072400,1.6286,1.5909,0.0326,1.4872,-0.0000,0.0000,0.0000
37,072600,1.4912,1.4852,0.0000,0.0000,0.0000,0.2190,0.6214
37,072800,1.5703,1.5709,0.0000,0.0000,0.0000,0.1042,0.3485
38,073000,1.2793,1.2564,0.0000,0.0000,0.0000,0.2364,0.3424
38,073200,1.5826,1.5425,0.0000,0.0000,0.0000,0.1249,0.6762
38,073400,1.6436,1.6398,0.0000,0.0000,0.0000,0.1449,0.3286
38,073600,2.0026,1.9165,0.0203,1.7034,0.0000,0.0000,0.0000
38,073800,1.8498,1.7589,0.0286,1.6026,0.0000,0.0000,0.0000
38,074000,1.5632,1.5447,0.0000,0.0000,0.0000,0.0807,0.3719
38,074200,1.9184,1.8755,0.0477,1.1839,0.0000,0.0000,0.0000
38,074400,2.2489,2.1631,0.1096,1.9001,-0.0000,0.0000,0.0000
38,074600,1.6103,1.5105,0.0580,1.4164,0.0000,0.0000,0.0000
38,074800,1.7175,1.5021,0.0201,1.6100,0.0000,0.0000,0.0000
39,075000,1.7175,1.7156,0.0000,0.0000,0.0000,0.1550,0.3993
39,075200,1.7623,1.7732,0.0000,0.0000,0.0000,0.1641,0.4819
39,075400,1.8231,1.7545,0.0147,1.4737,0.0000,0.0000,0.0000
39,075600,1.6726,1.6083,0.0226,1.3377,0.0000,0.0000,0.0000
39,075800,1.6203,1.5824,0.0000,0.0000,0.0000,0.0542,0.5797
39,076000,1.5829,1.5857,0.0000,0.0000,0.0000,0.1964,0.5721
39,076200,1.9331,1.8342,0.0651,1.7191,0.0000,0.0000,0.0000
39,076400,1.7425,1.7528,0.0000,0.0000,0.0000,0.2100,0.3705
39,076600,1.3310,1.3267,0.0000,0.0000,0.0000,0.1398,0.3510
39,076800,1.5638,1.5615,0.0000,0.0000,0.0000,0.0630,0.3599
40,077000,1.6462,1.6302,0.0000,0.0000,0.0000,0.1239,0.4100
40,077200,1.7697,1.6233,0.0597,1.5451,0.0000,0.0000,0.0000
40,077400,1.6583,1.6232,0.0000,0.0000,0.0000,0.0575,0.4021
40,077600,1.5523,1.5642,0.0000,0.0000,0.0000,0.1214,0.4192
40,077800,1.5392,1.5421,0.0000,0.0000,0.0000,0.1551,0.4169
40,078000,1.8755,1.8272,0.0254,1.4605,0.0000,0.0000,0.0000
40,078200,1.5466,1.5170,0.0000,0.0000,0.0000,0.1978,0.5179
40,078400,1.7672,1.6607,0.0389,1.5865,0.0000,0.0000,0.0000
40,078600,1.7494,1.6321,0.0266,1.4409,-0.0000,0.0000,0.0000
41,078800,1.7586,1.7140,0.0197,1.3477,0.0000,0.0000,0.0000
41,079000,1.5964,1.5267,0.0393,1.2054,0.0000,0.0000,0.0000
41,079200,1.3963,1.3644,0.0000,0.0000,0.0000,0.0385,0.2711
41,079400,1.5070,1.4805,0.0000,0.0000,0.0000,0.0501,0.2416
41,079600,1.6320,1.6401,0.0000,0.0000,0.0000,0.2006,0.3077
41,079800,1.8473,1.8070,0.0202,1.1517,0.0000,0.0000,0.0000
41,080000,2.0600,2.0014,0.0204,1.3920,0.0000,0.0000,0.0000
41,080200,1.9236,1.8739,0.0000,0.0000,0.0000,0.1469,0.5578
41,080400,1.6028,1.5640,0.0257,0.9389,-0.0000,0.0000,0.0000
41,080600,1.7032,1.6085,0.0175,1.7289,-0.0000,0.0000,0.0000
42,080800,1.9586,1.9231,0.0000,0.0000,0.0000,0.2006,0.5510
42,081000,1.7278,1.6635,0.0183,1.1725,0.0000,0.0000,0.0000
42,081200,1.4099,1.3803,0.0000,0.0000,0.0000,0.1776,0.3413
42,081400,1.4991,1.4857,0.0000,0.0000,0.0000,0.0983,0.3858
42,081600,1.7945,1.7647,0.0390,1.5598,-0.0000,0.0000,0.0000
42,081800,1.6464,1.5261,0.0211,1.9518,0.0000,0.0000,0.0000
42,082000,1.7770,1.7549,0.0000,0.0000,0.0000,0.0437,0.4474
42,082200,1.6761,1.6764,0.0000,0.0000,0.0000,0.0960,0.4442
42,082400,1.7130,1.6851,0.0000,0.0000,0.0000,0.1379,0.5019
42,082600,2.5012,2.5091,0.1940,0.2600,0.0000,0.0000,0.0000
43,082800,1.8095,1.7921,0.0000,0.0000,0.0000,0.0717,0.4212
43,083000,1.9087,1.8863,0.0294,1.6300,0.0000,0.0000,0.0000
43,083200,1.8912,1.8632,0.0298,1.6933,0.0000,0.0000,0.0000
43,083400,1.6542,1.6493,0.0165,1.5454,-0.0000,0.0000,0.0000
43,083600,1.6899,1.6654,0.0000,0.0000,0.0000,0.0777,0.4183
43,083800,1.4170,1.4146,0.0000,0.0000,0.0000,0.0434,0.3262
43,084000,1.9067,1.8909,0.0000,0.0000,0.0000,0.0854,0.2323
43,084200,1.3630,1.2872,0.0263,1.2909,0.0000,0.0000,0.0000
43,084400,1.6074,1.5264,0.0000,0.0000,0.0000,0.0982,0.4828
44,084600,1.7637,1.7354,0.0000,0.0000,0.0000,0.0963,0.6280
44,084800,1.3950,1.3470,0.0757,1.2956,-0.0000,0.0000,0.0000
44,085000,1.4998,1.4801,0.0000,0.0000,0.0000,0.0683,0.3899
44,085200,1.6405,1.6508,0.0000,0.0000,0.0000,0.2849,0.3576
44,085400,1.5814,1.5442,0.0000,0.0000,0.0000,0.2726,0.2787
44,085600,1.7483,1.7202,0.0000,0.0000,0.0000,0.0911,0.4945
44,085800,1.6701,1.6437,0.0171,1.5424,0.0000,0.0000,0.0000
44,086000,1.7122,1.7034,0.0000,0.0000,0.0000,0.0841,0.4850
44,086200,1.6815,1.6247,0.0000,0.0000,0.0000,0.0868,0.4071
44,086400,1.7890,1.6918,0.0295,1.3440,-0.0000,0.0000,0.0000
45,086600,1.7655,1.7523,0.0000,0.0000,0.0000,0.0706,0.3268
45,086800,1.4567,1.4061,0.0333,1.1733,-0.0000,0.0000,0.0000
45,087000,1.9607,1.9156,0.0201,1.4376,0.0000,0.0000,0.0000
45,087200,1.5558,1.5193,0.0000,0.0000,0.0000,0.0902,0.4717
45,087400,1.4694,1.4395,0.0453,0.7548,-0.0000,0.0000,0.0000
45,087600,1.6478,1.6175,0.0000,0.0000,0.0000,0.0612,0.3465
45,087800,1.6766,1.6355,0.0000,0.0000,0.0000,0.1221,0.3104
45,088000,1.4526,1.4562,0.0000,0.0000,0.0000,0.0687,0.4199
45,088200,1.7051,1.7085,0.0000,0.0000,0.0000,0.0667,0.4397
46,088400,1.4244,1.4188,0.0000,0.0000,0.0000,0.1019,0.3579
46,088600,1.7389,1.6926,0.0400,1.7812,0.0000,0.0000,0.0000
46,088800,1.5262,1.5190,0.0370,1.1172,0.0000,0.0000,0.0000
46,089000,1.9008,1.8402,0.0342,1.0887,-0.0000,0.0000,0.0000
46,089200,1.6909,1.6892,0.0000,0.0000,0.0000,0.0991,0.2507
46,089400,2.0216,2.0010,0.0402,1.0913,0.0000,0.0000,0.0000
46,089600,1.6671,1.5571,0.0153,1.7877,0.0000,0.0000,0.0000
46,089800,1.8237,1.7686,0.0359,1.0059,-0.0000,0.0000,0.0000
46,090000,1.5367,1.4344,0.0409,1.2016,0.0000,0.0000,0.0000
46,090200,1.5190,1.5153,0.0276,1.3227,0.0000,0.0000,0.0000
47,090400,1.5085,1.5331,0.0000,0.0000,0.0000,0.1632,0.3845
47,090600,1.7732,1.6879,0.0418,1.3130,-0.0000,0.0000,0.0000
47,090800,1.8342,1.7711,0.0306,1.4107,-0.0000,0.0000,0.0000
47,091000,1.6481,1.6336,0.0000,0.0000,0.0000,0.0835,0.4702
47,091200,1.4344,1.4229,0.0000,0.0000,0.0000,0.0892,0.3785
47,091400,1.5439,1.5331,0.0245,1.2571,0.0000,0.0000,0.0000
47,091600,1.3339,1.2786,0.0195,1.0022,0.0000,0.0000,0.0000
47,091800,1.5981,1.5306,0.0200,1.1098,0.0000,0.0000,0.0000
47,092000,1.5920,1.5803,0.0000,0.0000,0.0000,0.1110,0.3205
47,092200,1.6770,1.5892,0.0394,1.1652,0.0000,0.0000,0.0000
48,092400,1.7454,1.7163,0.0000,0.0000,0.0000,0.0695,0.3567
48,092600,1.5708,1.5354,0.0319,1.3913,0.0000,0.0000,0.0000
48,092800,1.6053,1.5602,0.0641,1.0237,0.0000,0.0000,0.0000
48,093000,1.7115,1.6732,0.0127,1.1543,0.0000,0.0000,0.0000
48,093200,1.4655,1.4343,0.0000,0.0000,0.0000,0.2154,0.2470
48,093400,1.5522,1.5199,0.0120,1.1880,-0.0000,0.0000,0.0000
48,093600,1.7545,1.7527,0.0000,0.0000,0.0000,0.1800,0.3661
48,093800,1.6139,1.5502,0.0276,0.9829,-0.0000,0.0000,0.0000
48,094000,1.5145,1.5098,0.0357,1.4253,0.0000,0.0000,0.0000
49,094200,1.6822,1.6133,0.0276,1.4987,-0.0000,0.0000,0.0000
49,094400,1.4809,1.4341,0.0242,1.0044,0.0000,0.0000,0.0000
49,094600,1.6026,1.5636,0.0000,0.0000,0.0000,0.1907,0.4997
49,094800,1.3422,1.2856,0.0000,0.0000,0.0000,0.1323,0.3176
49,095000,1.6764,1.5894,0.0283,1.1451,0.0000,0.0000,0.0000
49,095200,1.5905,1.5937,0.0000,0.0000,0.0000,0.1942,0.3026
49,095400,1.5616,1.5428,0.0172,0.9839,-0.0000,0.0000,0.0000
49,095600,1.7116,1.6734,0.0286,0.7049,-0.0000,0.0000,0.0000
49,095800,1.2861,1.2447,0.0801,1.0582,0.0000,0.0000,0.0000
49,096000,1.4406,1.4676,0.0000,0.0000,0.0000,0.1161,0.1541
